gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,131072,4096,6144,ck,0,0,8352.7985,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,789.8,227.97,0.0
gfx942,304,1,6144,2048,ck,8,0,9.0712,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.77,1388.71,0.0
gfx942,304,2,6144,2048,ck,8,0,9.9949,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.04,1261.8,0.0
gfx942,304,4,6144,2048,ck,8,0,9.2094,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.93,1372.54,0.0
gfx942,304,8,6144,2048,ck,8,0,9.4131,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,21.39,1348.93,0.0
gfx942,304,16,6144,2048,ck,8,0,10.7875,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,37.33,1187.7,0.0
gfx942,304,32,6144,2048,ck,8,0,9.5755,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,84.1,1361.98,0.0
gfx942,304,40,6144,2048,ck,8,0,8.6508,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,116.36,1520.82,0.0
gfx942,304,48,6144,2048,ck,8,0,8.7342,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,138.3,1519.43,0.0
gfx942,304,56,6144,2048,ck,7,0,11.4123,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,123.49,1172.92,0.0
gfx942,304,64,6144,2048,ck,13,0,11.1261,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,144.76,1213.4,0.0
gfx942,304,72,6144,2048,ck,13,0,11.2408,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,161.19,1211.22,0.0
gfx942,304,80,6144,2048,ck,18,0,12.0769,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,166.7,1136.86,0.0
gfx942,304,96,6144,2048,ck,13,0,11.2022,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,215.66,1246.11,0.0
gfx942,304,104,6144,2048,ck,18,0,12.0716,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,216.81,1165.87,0.0
gfx942,304,112,6144,2048,ck,18,0,12.8704,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,219.0,1102.42,0.0
gfx942,304,128,6144,2048,ck,18,0,11.7007,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,275.3,1232.23,0.0
gfx942,304,136,6144,2048,ck,18,0,15.5615,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,219.94,933.88,0.0
gfx942,304,144,6144,2048,ck,18,0,15.6653,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,231.33,935.02,0.0
gfx942,304,160,6144,2048,ck,12,0,15.8056,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,254.75,941.23,0.0
gfx942,304,176,6144,2048,ck,18,0,16.2784,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,272.09,927.98,0.0
gfx942,304,184,6144,2048,ck,18,0,16.0826,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,287.92,946.41,0.0
gfx942,304,192,6144,2048,ck,18,0,15.2361,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,317.13,1006.52,0.0
gfx942,304,200,6144,2048,ck,2,0,18.6287,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,270.18,829.37,0.0
gfx942,304,208,6144,2048,ck,2,0,19.1324,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,273.59,813.53,0.0
gfx942,304,216,6144,2048,ck,2,0,19.7351,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,275.44,794.5,0.0
gfx942,304,224,6144,2048,ck,2,0,19.9642,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,282.36,791.12,0.0
gfx942,304,232,6144,2048,ck,2,0,20.395,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,286.27,780.04,0.0
gfx942,304,240,6144,2048,ck,2,0,20.9788,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,287.9,763.8,0.0
gfx942,304,256,6144,2048,ck,3,0,21.8546,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,294.79,743.68,0.0
gfx942,304,272,6144,2048,ck,2,0,21.6642,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,315.96,760.81,0.0
gfx942,304,288,6144,2048,ck,2,0,22.2285,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,326.06,751.81,0.0
gfx942,304,304,6144,2048,ck,2,0,22.98,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,332.92,737.21,0.0
gfx942,304,320,6144,2048,ck,2,0,23.2483,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,346.39,738.57,0.0
gfx942,304,336,6144,2048,ck,2,0,23.6676,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,357.27,735.17,0.0
gfx942,304,352,6144,2048,ck,2,0,24.0373,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,368.53,733.41,0.0
gfx942,304,368,6144,2048,ck,2,0,24.5188,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,377.71,728.36,0.0
gfx942,304,384,6144,2048,ck,2,0,24.9474,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,387.36,725.04,0.0
gfx942,304,400,6144,2048,ck,0,0,27.1647,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,370.57,674.31,0.0
gfx942,304,416,6144,2048,ck,0,0,27.1779,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,385.2,682.42,0.0
gfx942,304,432,6144,2048,ck,0,0,27.8094,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,390.93,675.17,0.0
gfx942,304,448,6144,2048,ck,0,0,28.2058,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,399.72,673.81,0.0
gfx942,304,464,6144,2048,ck,0,0,29.9088,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,390.42,643.12,0.0
gfx942,304,480,6144,2048,ck,0,0,30.0844,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,401.52,646.99,0.0
gfx942,304,496,6144,2048,ck,0,0,31.2795,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,399.06,629.6,0.0
gfx942,304,512,6144,2048,ck,0,0,32.2202,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,399.9,618.34,0.0
gfx942,304,588,6144,2048,ck,0,0,33.0593,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,447.6,635.6,0.0
gfx942,304,664,6144,2048,ck,0,0,34.7791,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,480.46,635.5,0.0
gfx942,304,768,6144,2048,ck,0,0,37.6407,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,513.47,626.79,0.0
gfx942,304,896,6144,2048,ck,0,0,50.1854,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,449.31,506.68,0.0
gfx942,304,1024,6144,2048,ck,0,0,51.4768,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,500.61,529.62,0.0
gfx942,304,2048,6144,2048,ck,0,0,81.5609,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,631.92,514.25,0.0
gfx942,304,3072,6144,2048,ck,0,0,106.5988,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,725.24,531.18,0.0
gfx942,304,4096,6144,2048,ck,0,0,150.9707,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,682.78,472.3,0.0
gfx942,304,8192,6144,2048,ck,0,0,272.736,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,755.89,476.74,0.0
gfx942,304,10240,6144,2048,ck,0,0,327.8263,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,786.08,486.18,0.0
gfx942,304,12288,6144,2048,ck,0,0,395.0056,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,782.87,477.83,0.0
gfx942,304,14336,6144,2048,ck,0,0,449.7843,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,802.11,484.91,0.0
gfx942,304,16384,6144,2048,ck,0,0,519.5779,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,793.56,476.28,0.0
gfx942,304,24576,6144,2048,ck,0,0,761.9012,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,811.75,478.94,0.0
gfx942,304,32768,6144,2048,ck,0,0,1020.6222,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,807.97,472.6,0.0
gfx942,304,49152,6144,2048,ck,0,0,1502.0865,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,823.49,477.49,0.0
gfx942,304,65536,6144,2048,ck,0,0,1994.3963,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,826.95,477.39,0.0
gfx942,304,131072,6144,2048,ck,0,0,3965.7325,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,831.76,476.99,0.0
gfx950,256,4096,4096,6144,pyhip,27,0,61.1471,gemm_8wave_fp8bf16fp16,3371.52,1371.87,0.0
gfx950,256,61440,4096,6144,pyhip,27,0,903.7219,gemm_8wave_fp8bf16fp16,3421.82,1002.49,0.0
gfx950,256,4096,3392,6144,pyhip,27,0,61.2765,gemm_8wave_fp8bf16fp16,2786.14,1204.27,0.0
